experiment_id,timestamp,seed,model,peft_method,is_pretrained,fl_algorithm,pred_len,learning_rate,local_epochs,num_rounds_configured,num_rounds_completed,batch_size,num_clients,weight_decay,warmup_rounds,proximal_mu,early_stop_patience,dropout,seq_len,patch_size,stride,num_patches,d_model,hidden_size,kernel_size,llm_layers,lora_r,lora_alpha,lora_dropout,num_trainable_params,num_total_params,model_payload_mb,best_round,best_val_mse,best_val_mae,best_val_rmse,best_test_mse,best_test_mae,best_test_rmse,best_train_mse,first_round_val_loss,final_round_val_loss,val_loss_improvement_pct,overfit_gap,overfit_ratio,converged,loss_trend_last3,early_stopped,early_stop_round,client_val_mae_mean,client_val_mae_std,client_val_mae_min,client_val_mae_max,client_val_mae_best_city,client_val_mae_worst_city,fairness_ratio,payload_per_round_mb,total_comm_mb,comm_to_best_mb,rounds_per_mae_point,total_training_time_sec,total_training_time_min,avg_round_duration_sec,avg_client_train_dur_sec,max_client_train_dur_sec,status,experiment_dir,notes,dataset_name,target_column
centralized_20260403_024554,20260403_024554,2021.0,gpt4ts_nonlinear,fft,True,centralized,72,0.0005,1,25,6.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,68967528.0,68967528.0,263.09024,1.0,0.798527,0.64295,0.89426,0.606051,0.561446,0.778286,0.454815,0.798527,1.010037,0.0,0.343712,1.7557,False,decreasing,True,6.0,,,,,,,,263.09024,0.0,0.0,,1674.020726,27.900345,279.0,223.19,230.76,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_024554,,GREECE,
centralized_20260403_031347,20260403_031347,,gpt4ts_nonlinear,peft,True,centralized,1,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_031347,,KZMET,
centralized_20260403_031356,20260403_031356,2021.0,gpt4ts_nonlinear,adalora,True,centralized,1,0.0005,1,25,23.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1421281.0,68357873.0,260.764591,18.0,0.031968,0.113388,0.178795,0.030759,0.112561,0.175417,0.031896,0.04329,0.032465,26.15,7.2e-05,1.0023,True,decreasing,True,23.0,,,,,,,,260.764591,0.0,0.0,6.68,10425.618877,173.760315,453.28,366.23,373.48,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_031356,,KZMET,
centralized_20260403_031407,20260403_031407,,gpt4ts_nonlinear,peft,True,centralized,72,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_031407,,GREECE,
centralized_20260403_031416,20260403_031416,2021.0,gpt4ts_nonlinear,adalora,True,centralized,72,0.0005,1,25,6.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2620968.0,69557560.0,265.341034,1.0,0.764485,0.604724,0.875089,0.634933,0.560576,0.796987,0.456229,0.764485,0.897741,0.0,0.308256,1.6757,False,decreasing,True,6.0,,,,,,,,265.341034,0.0,0.0,,1638.449572,27.307493,273.07,208.06,217.95,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_031416,,GREECE,
centralized_20260403_034154,20260403_034154,2021.0,gpt4ts_nonlinear,lora,True,centralized,72,0.0005,1,25,13.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,8.0,0.946541,0.703434,0.974068,0.802545,0.63848,0.896207,0.097545,0.964115,0.948717,1.82,0.848996,9.7036,False,decreasing,True,13.0,,,,,,,,264.59024,0.0,0.0,,3315.322129,55.255369,255.02,194.44,206.24,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_034154,,GREECE,
centralized_20260403_043732,20260403_043732,2021.0,gpt4ts_nonlinear,fft,True,centralized,432,0.0005,1,25,6.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,75050448.0,75050448.0,286.294739,1.0,1.871353,1.006292,1.368605,1.450957,0.858782,1.20503,0.76697,1.871353,2.022936,0.0,1.104383,2.4399,False,increasing,True,6.0,,,,,,,,286.294739,0.0,0.0,,1869.343258,31.155721,311.56,214.47,228.39,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_043732,,GREECE,
centralized_20260403_050154,20260403_050154,,gpt4ts_nonlinear,peft,True,centralized,1,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_050154,,VNMET,
centralized_20260403_050204,20260403_050204,2021.0,gpt4ts_nonlinear,adalora,True,centralized,1,0.0005,1,25,10.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1421281.0,68357873.0,260.764591,5.0,0.080703,0.208491,0.281317,0.080416,0.202866,0.278923,0.076966,0.09567,0.08169,15.64,0.003737,1.0486,True,decreasing,True,10.0,,,,,,,,260.764591,0.0,0.0,2.19,11572.448084,192.874135,1157.24,953.17,1037.45,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_050204,,VNMET,
centralized_20260403_050903,20260403_050903,,gpt4ts_nonlinear,peft,True,centralized,432,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_050903,,GREECE,
centralized_20260403_050912,20260403_050912,2021.0,gpt4ts_nonlinear,adalora,True,centralized,432,0.0005,1,25,11.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8703888.0,75640480.0,288.545532,6.0,1.952856,1.036317,1.400472,1.41275,0.861475,1.189645,0.217145,2.02609,2.058989,3.61,1.735711,8.9933,False,decreasing,True,11.0,,,,,,,,288.545532,0.0,0.0,2.82,3265.342928,54.422382,296.85,194.37,201.9,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_050912,,GREECE,
centralized_20260403_060357,20260403_060357,2021.0,gpt4ts_nonlinear,lora,True,centralized,432,0.0005,1,25,6.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8507088.0,75443664.0,287.794739,1.0,1.849057,1.004259,1.359724,1.553775,0.886905,1.24689,0.858354,1.849057,2.146873,0.0,0.990703,2.1542,False,increasing,True,6.0,,,,,,,,287.794739,0.0,0.0,,1963.080986,32.718016,327.18,206.7,212.47,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_060357,,GREECE,
centralized_20260403_060813,20260403_060813,2021.0,gpt4ts_nonlinear,lora,True,centralized,1,0.0005,1,25,20.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,15.0,0.03253,0.116321,0.180369,0.031037,0.115531,0.176204,0.033294,0.037748,0.034899,13.82,-0.000764,0.9771,True,decreasing,True,20.0,,,,,,,,260.013798,0.0,0.0,10.61,7785.141221,129.752354,389.25,306.65,309.62,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_060813,,KZMET,
centralized_20260403_063711,20260403_063711,2021.0,gpt4ts_nonlinear,fft,True,centralized,1,0.0005,1,25,23.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,67767841.0,67767841.0,258.513798,18.0,0.023473,0.102752,0.152277,0.024215,0.103955,0.154521,0.026124,0.049352,0.025989,52.44,-0.002651,0.8985,True,increasing,True,23.0,,,,,,,,258.513798,0.0,0.0,2.81,9152.119169,152.535319,397.91,330.78,350.27,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_063711,,CAPITALS,
centralized_20260403_081523,20260403_081523,2021.0,gpt4ts_nonlinear,lora,True,centralized,1,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,3.0,0.081297,0.209711,0.28243,0.081391,0.20467,0.280619,0.078425,0.093611,0.081552,13.15,0.002872,1.0366,True,decreasing,True,8.0,,,,,,,,260.013798,0.0,0.0,1.75,8538.274238,142.304571,1067.28,858.22,941.73,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_081523,,VNMET,
centralized_20260403_081831,20260403_081831,2021.0,gpt4ts_nonlinear,fft,True,centralized,72,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,68967528.0,68967528.0,263.09024,1.0,0.776854,0.643899,0.881617,0.823103,0.670534,0.907371,0.74641,0.776854,0.90859,0.0,0.030444,1.0408,False,decreasing,True,6.0,,,,,,,,263.09024,0.0,0.0,,2490.963587,41.51606,415.16,318.03,320.58,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_081831,,KZMET,
centralized_20260403_090032,20260403_090032,,gpt4ts_nonlinear,peft,True,centralized,72,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_090032,,KZMET,
centralized_20260403_090040,20260403_090040,2021.0,gpt4ts_nonlinear,adalora,True,centralized,72,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2620968.0,69557560.0,265.341034,1.0,0.807098,0.649249,0.898581,0.850556,0.672428,0.922368,0.745968,0.807098,1.060888,0.0,0.06113,1.0819,False,increasing,True,6.0,,,,,,,,265.341034,0.0,0.0,,2778.697228,46.31162,463.11,353.32,358.73,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_090040,,KZMET,
centralized_20260403_091004,20260403_091004,,gpt4ts_nonlinear,peft,True,centralized,1,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_091004,,CAPITALS,
centralized_20260403_091014,20260403_091014,2021.0,gpt4ts_nonlinear,adalora,True,centralized,1,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1421281.0,68357873.0,260.764591,3.0,0.025176,0.108934,0.15773,0.02655,0.110889,0.161947,0.03203,0.039192,0.027046,35.76,-0.006854,0.786,True,increasing,True,8.0,,,,,,,,260.764591,0.0,0.0,0.96,3548.552196,59.142537,443.56,351.33,362.79,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_091014,,CAPITALS,
centralized_20260403_094728,20260403_094728,2021.0,gpt4ts_nonlinear,lora,True,centralized,72,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,1.0,0.806833,0.663778,0.898436,0.85664,0.688969,0.925665,0.742429,0.806833,1.069542,0.0,0.064404,1.0867,False,increasing,True,6.0,,,,,,,,264.59024,0.0,0.0,,2481.123191,41.352053,413.52,304.84,314.15,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_094728,,KZMET,
centralized_20260403_100942,20260403_100942,2021.0,gpt4ts_nonlinear,lora,True,centralized,1,0.0005,1,25,9.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,1224481.0,68161057.0,260.013798,4.0,0.024964,0.106993,0.15703,0.025833,0.108195,0.159759,0.028185,0.029935,0.029347,16.61,-0.003221,0.8857,True,increasing,True,9.0,,,,,,,,260.013798,0.0,0.0,3.1,3272.755677,54.545928,363.64,288.83,336.9,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_100942,,CAPITALS,
centralized_20260403_102922,20260403_102922,2021.0,gpt4ts_nonlinear,fft,True,centralized,432,0.0005,1,25,9.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,75050448.0,75050448.0,286.294739,4.0,1.009558,0.744372,1.004972,1.071822,0.771615,1.035552,0.075554,1.092553,1.016175,7.6,0.934004,13.3621,True,increasing,True,9.0,,,,,,,,286.294739,0.0,0.0,1.2,5000.979628,83.34966,555.66,327.69,339.8,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_102922,,KZMET,
centralized_20260403_103806,20260403_103806,2021.0,gpt4ts_nonlinear,fft,True,centralized,72,0.0005,1,25,10.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,68967528.0,68967528.0,263.09024,5.0,0.510792,0.545573,0.713618,0.505795,0.534408,0.709962,0.480252,0.514741,0.519007,0.77,0.03054,1.0636,False,increasing,True,10.0,,,,,,,,263.09024,0.0,0.0,22.75,12413.627404,206.89379,1241.36,1016.57,1088.59,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_103806,,VNMET,
centralized_20260403_110433,20260403_110433,2021.0,gpt4ts_nonlinear,fft,True,centralized,72,0.0005,1,25,8.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,68967528.0,68967528.0,263.09024,3.0,0.840801,0.703488,0.916531,0.856865,0.703292,0.925207,0.86092,0.842215,0.870084,0.17,-0.020119,0.9766,False,increasing,True,8.0,,,,,,,,263.09024,0.0,0.0,,3440.457681,57.340961,430.06,353.02,375.94,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_110433,,CAPITALS,
centralized_20260403_115315,20260403_115315,,gpt4ts_nonlinear,peft,True,centralized,432,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_115315,,KZMET,
centralized_20260403_115323,20260403_115323,2021.0,gpt4ts_nonlinear,adalora,True,centralized,432,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8703888.0,75640480.0,288.545532,1.0,0.832372,0.662177,0.912541,0.91075,0.697682,0.954458,0.811735,0.832372,1.094762,0.0,0.020637,1.0254,False,increasing,True,6.0,,,,,,,,288.545532,0.0,0.0,,3395.853357,56.597556,565.97,333.64,334.73,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_115323,,KZMET,
centralized_20260403_120211,20260403_120211,,gpt4ts_nonlinear,peft,True,centralized,72,0.0005,1,25,,32,,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,failed,/raid/tin_trungchau/tmp/centralized_20260403_120211,,CAPITALS,
centralized_20260403_120219,20260403_120219,2021.0,gpt4ts_nonlinear,adalora,True,centralized,72,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2620968.0,69557560.0,265.341034,1.0,0.844756,0.70618,0.91864,0.857381,0.704797,0.925505,0.878482,0.844756,0.858661,0.0,-0.033726,0.9616,False,increasing,True,6.0,,,,,,,,265.341034,0.0,0.0,,2494.417532,41.573626,415.73,328.04,350.94,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_120219,,CAPITALS,
centralized_20260403_124410,20260403_124410,2021.0,gpt4ts_nonlinear,lora,True,centralized,72,0.0005,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2424168.0,69360744.0,264.59024,2.0,0.845192,0.705541,0.918835,0.864552,0.706683,0.929393,0.863791,0.860754,0.90341,1.81,-0.018599,0.9785,False,increasing,True,7.0,,,,,,,,264.59024,0.0,0.0,1.81,2807.786538,46.796442,401.11,309.41,338.53,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_124410,,CAPITALS,
centralized_20260403_125026,20260403_125026,2021.0,gpt4ts_nonlinear,lora,True,centralized,432,0.0005,1,25,6.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8507088.0,75443664.0,287.794739,1.0,0.91187,0.701517,0.955162,0.986961,0.732038,0.993644,0.789246,0.91187,1.087799,0.0,0.122624,1.1554,False,decreasing,True,6.0,,,,,,,,287.794739,0.0,0.0,,3084.372582,51.40621,514.06,285.35,293.04,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_125026,,KZMET,
centralized_20260403_133115,20260403_133115,2021.0,gpt4ts_nonlinear,fft,True,centralized,432,0.0005,1,25,7.0,32,5.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,75050448.0,75050448.0,286.294739,2.0,1.056751,0.796845,1.027023,1.044833,0.781398,1.020789,0.998912,1.059267,1.306495,0.24,0.057839,1.0579,False,increasing,True,7.0,,,,,,,,286.294739,0.0,0.0,3.65,3094.161237,51.569354,442.02,291.61,379.91,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_133115,,CAPITALS,
centralized_20260403_161242,20260403_161242,2021.0,gpt4ts_linear,fft,True,centralized,1,0.0005,1,25,8.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,67766785.0,67766785.0,258.509769,3.0,0.026769,0.112983,0.162823,0.027389,0.114842,0.165592,0.038406,0.033515,0.028388,20.13,-0.011637,0.697,True,decreasing,True,8.0,,,,,,,,258.509769,0.0,0.0,1.91,1132.396341,18.873272,141.55,116.6,124.72,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_161242,,GREECE,
centralized_20260403_163151,20260403_163151,2021.0,gpt4ts_linear,peft,True,centralized,1,0.0005,1,25,10.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,830209.0,67766785.0,258.509769,5.0,0.028077,0.11556,0.166817,0.028361,0.116994,0.168502,0.035762,0.034661,0.030957,19.0,-0.007685,0.7851,True,decreasing,True,10.0,,,,,,,,258.509769,0.0,0.0,2.69,1014.11365,16.901894,101.41,77.29,80.3,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_163151,,GREECE,
centralized_20260403_164901,20260403_164901,2021.0,gpt4ts_linear,adalora,True,centralized,1,0.0005,1,25,9.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,830209.0,67766785.0,258.509769,4.0,0.026535,0.112702,0.161994,0.026998,0.113888,0.164399,0.036242,0.031501,0.03407,15.76,-0.009707,0.7322,True,increasing,True,9.0,,,,,,,,258.509769,0.0,0.0,2.79,907.080923,15.118015,100.79,76.66,79.55,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_164901,,GREECE,
centralized_20260403_170423,20260403_170423,2021.0,gpt4ts_linear,lora,True,centralized,1,0.0005,1,25,12.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,830209.0,67766785.0,258.509769,7.0,0.027003,0.114341,0.163466,0.027174,0.114765,0.164936,0.034343,0.03933,0.02955,31.34,-0.00734,0.7863,True,decreasing,True,12.0,,,,,,,,258.509769,0.0,0.0,3.04,1196.676708,19.944612,99.72,75.77,77.74,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_170423,,GREECE,
centralized_20260403_172436,20260403_172436,2021.0,gpt4ts_linear,fft,True,centralized,72,0.0005,1,25,10.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,68966472.0,68966472.0,263.086212,5.0,0.732438,0.631374,0.856628,0.606273,0.563223,0.778483,0.078957,0.785349,0.806543,6.74,0.653481,9.2764,True,increasing,True,10.0,,,,,,,,263.086212,0.0,0.0,9.05,1472.498566,24.541643,147.25,113.64,119.87,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_172436,,GREECE,
centralized_20260403_174923,20260403_174923,2021.0,gpt4ts_linear,peft,True,centralized,72,0.0005,1,25,6.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2029896.0,68966472.0,263.086212,1.0,0.677325,0.57434,0.823904,0.579434,0.539903,0.761274,0.491674,0.677325,0.720929,0.0,0.185651,1.3776,False,decreasing,True,6.0,,,,,,,,263.086212,0.0,0.0,,667.548842,11.125814,111.26,77.57,81.75,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_174923,,GREECE,
centralized_20260403_180047,20260403_180047,2021.0,gpt4ts_linear,adalora,True,centralized,72,0.0005,1,25,6.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2029896.0,68966472.0,263.086212,1.0,0.667623,0.575053,0.818008,0.577787,0.544554,0.760288,0.50092,0.667623,0.799065,0.0,0.166703,1.3328,False,increasing,True,6.0,,,,,,,,263.086212,0.0,0.0,,653.142613,10.88571,108.86,76.16,77.0,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_180047,,GREECE,
centralized_20260403_181156,20260403_181156,2021.0,gpt4ts_linear,lora,True,centralized,72,0.0005,1,25,7.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,2029896.0,68966472.0,263.086212,2.0,0.669175,0.578083,0.818947,0.577326,0.54532,0.759707,0.41302,0.695598,0.735386,3.8,0.256155,1.6202,False,increasing,True,7.0,,,,,,,,263.086212,0.0,0.0,1.49,765.054622,12.75091,109.29,76.48,79.22,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_181156,,GREECE,
centralized_20260403_182456,20260403_182456,2021.0,gpt4ts_linear,fft,True,centralized,432,0.0005,1,25,13.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,75049392.0,75049392.0,286.29071,8.0,1.418311,0.889908,1.190701,0.96236,0.719601,0.980969,0.045165,1.718081,1.467878,17.45,1.373146,31.4029,True,decreasing,True,13.0,,,,,,,,286.29071,0.0,0.0,0.8,2527.129557,42.118826,194.39,119.18,124.76,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_182456,,GREECE,
centralized_20260403_190720,20260403_190720,2021.0,gpt4ts_linear,peft,True,centralized,432,0.0005,1,25,7.0,32,10.0,0.01,1,,5,0.15,336,16,16,22,768,16,3,4,8,16,0.0,8112816.0,75049392.0,286.29071,2.0,1.5386,0.928451,1.241693,0.956023,0.697361,0.977668,0.787937,1.627242,1.84828,5.45,0.750663,1.9527,True,increasing,True,7.0,,,,,,,,286.29071,0.0,0.0,1.5,1141.032203,19.017203,163.0,85.55,89.46,early_stopped,/raid/tin_trungchau/tmp/centralized_20260403_190720,,GREECE,
